DATE,Hour of Day,Day of Week,Outdoor Drybulb,Outdoor Dewpoint,Relative Humidity,Electric Demand (kW),Optimal (kW)
4/20/2016 3:00,3,3,50,48.92,0.96,73.66,63.55
4/20/2016 4:00,4,3,50,46.04,0.97,72.724,59.16
4/20/2016 5:00,5,3,46.94,46.94,0.93,75.172,67.23
4/20/2016 6:00,6,3,48.92,48.02,0.97,92.072,76.23
4/20/2016 7:00,7,3,48.02,48.02,0.93,118.864,99.62
4/20/2016 8:00,8,3,51.08,48.02,0.89,138.056,121.01
4/20/2016 9:00,9,3,51.08,46.94,0.83,150.776,135.9
4/20/2016 10:00,10,3,51.98,44.96,0.83,154.34,138.23
4/20/2016 11:00,11,3,50,46.04,0.86,155.08,140.54
4/20/2016 12:00,12,3,50,46.04,0.86,149.812,142
4/20/2016 13:00,13,3,48.92,44.96,0.89,150.2,136.72
4/20/2016 14:00,14,3,48.02,44.96,0.83,155.04,140.92
4/20/2016 15:00,15,3,50,42.98,0.71,158.628,143.85
4/20/2016 16:00,16,3,51.98,39.92,0.63,164.236,142.67
4/20/2016 17:00,17,3,51.98,37.04,0.53,155.74,137.49
4/20/2016 18:00,18,3,53.96,33.98,0.47,142.04,121.23
4/20/2016 19:00,19,3,53.06,32,0.46,123.916,101.9
4/20/2016 20:00,20,3,51.98,32,0.46,117.9,89.67
4/20/2016 21:00,21,3,51.98,30.92,0.46,108.18,84.36
4/20/2016 22:00,22,3,51.08,32,0.5,100.888,82.82
4/20/2016 23:00,23,3,50,30.02,0.49,89.136,84.39
4/21/2016 0:00,0,4,48.02,30.92,0.53,85.976,90.74
4/21/2016 1:00,1,4,46.94,28.04,0.49,85.744,80.75
4/21/2016 2:00,2,4,46.04,28.04,0.49,83.596,74.82
4/21/2016 3:00,3,4,46.04,24.98,0.45,83.628,71.47
4/21/2016 4:00,4,4,44.96,23,0.43,83.904,71.43
4/21/2016 5:00,5,4,44.06,19.04,0.38,85.784,74.81
4/21/2016 6:00,6,4,42.98,17.96,0.37,102.264,82.08
4/21/2016 7:00,7,4,42.98,15.08,0.31,124.572,99.04
4/21/2016 8:00,8,4,44.06,15.08,0.31,142.18,125.4
4/21/2016 9:00,9,4,44.06,15.08,0.27,157.7,163.59
4/21/2016 10:00,10,4,46.94,12.92,0.24,162.556,172.19
4/21/2016 11:00,11,4,48.02,15.98,0.24,160.16,177.61
4/21/2016 12:00,12,4,51.08,19.04,0.26,157.784,178.27
4/21/2016 13:00,13,4,55.94,19.94,0.23,162.044,176.24
4/21/2016 14:00,14,4,57.02,19.94,0.23,158.956,172.09
4/21/2016 15:00,15,4,57.02,19.94,0.23,153.584,172.24
4/21/2016 16:00,16,4,57.92,17.96,0.21,157.82,167.35
4/21/2016 17:00,17,4,57.92,17.06,0.19,161.232,160.43
4/21/2016 18:00,18,4,59,19.04,0.22,143.804,144.25
4/21/2016 19:00,19,4,55.94,19.94,0.26,122.036,123.44
4/21/2016 20:00,20,4,53.96,19.94,0.26,115.064,105.72
4/21/2016 21:00,21,4,53.96,19.94,0.27,109.524,95.79
4/21/2016 22:00,22,4,53.06,21.02,0.3,95.396,93.21
4/21/2016 23:00,23,4,51.08,21.92,0.33,91.536,95.88
4/22/2016 0:00,0,5,50,21.92,0.34,88.652,104.31
4/22/2016 1:00,1,5,48.02,23,0.39,88.216,89.96
4/22/2016 2:00,2,5,46.94,23,0.39,87.644,79.67
4/22/2016 3:00,3,5,46.94,24.08,0.42,82.52,72.32
4/22/2016 4:00,4,5,46.04,23,0.42,81.572,70.54
4/22/2016 5:00,5,5,44.96,23,0.43,84.444,73.12
4/22/2016 6:00,6,5,44.06,21.92,0.41,99.724,82.08
4/22/2016 7:00,7,5,46.04,23,0.36,120.412,103.44
4/22/2016 8:00,8,5,48.92,23,0.36,145.96,131.23
4/22/2016 9:00,9,5,48.92,24.98,0.35,166.008,173.41
4/22/2016 10:00,10,5,51.98,24.98,0.31,228.728,184.95
4/22/2016 11:00,11,5,55.04,23,0.27,221.116,184.77
4/22/2016 12:00,12,5,57.02,21.92,0.24,213.548,187.76
4/22/2016 13:00,13,5,60.08,28.04,0.31,210.872,183.3
4/22/2016 14:00,14,5,59,28.04,0.31,214.272,183.07
4/22/2016 15:00,15,5,59,30.02,0.33,213.548,186.09
4/22/2016 16:00,16,5,59,28.04,0.33,211.756,180.59
4/22/2016 17:00,17,5,57.02,26.96,0.33,205.108,174.89
4/22/2016 18:00,18,5,55.94,28.04,0.35,162.42,160.55
4/22/2016 19:00,19,5,51.98,30.92,0.48,120.076,138.38
4/22/2016 20:00,20,5,50,30.92,0.48,107.072,118.03
4/22/2016 21:00,21,5,50,33.98,0.58,102.572,103.41
4/22/2016 22:00,22,5,48.02,33.98,0.6,98.888,96.76
4/22/2016 23:00,23,5,46.94,33.98,0.63,96.836,95.15
4/23/2016 0:00,0,6,46.04,35.06,0.68,93.956,91.72
4/23/2016 1:00,1,6,44.06,37.94,0.79,94.688,80.23
4/23/2016 2:00,2,6,44.06,37.94,0.79,86.652,72.71
4/23/2016 3:00,3,6,44.06,39.92,0.85,82.568,68.05
4/23/2016 4:00,4,6,44.06,37.94,0.76,81.808,68.11
4/23/2016 5:00,5,6,44.96,39.02,0.8,81.76,66.78
4/23/2016 6:00,6,6,44.96,39.02,0.76,80.136,68.51
4/23/2016 7:00,7,6,46.04,39.92,0.82,72.176,67.59
4/23/2016 8:00,8,6,44.96,39.92,0.82,73.172,69.57
4/23/2016 9:00,9,6,44.96,41,0.89,73.072,69.75
4/23/2016 10:00,10,6,44.06,42.08,0.93,71.952,73.07
4/23/2016 11:00,11,6,44.06,41,0.86,70.688,81.9
4/23/2016 12:00,12,6,44.96,41,0.86,70.684,88.69
4/23/2016 13:00,13,6,46.04,42.08,0.86,71.64,78.54
4/23/2016 14:00,14,6,46.04,42.08,0.86,72.724,72.82
4/23/2016 15:00,15,6,46.04,41,0.8,71.532,71.73
4/23/2016 16:00,16,6,46.94,42.08,0.83,70.596,69.1
4/23/2016 17:00,17,6,46.94,41,0.8,71.264,68.55
4/23/2016 18:00,18,6,46.94,39.02,0.74,73.152,68.72
4/23/2016 19:00,19,6,46.94,39.92,0.79,70.316,66.48
4/23/2016 20:00,20,6,46.04,39.92,0.79,74.664,66.69
4/23/2016 21:00,21,6,46.04,41,0.82,80.248,66.55
4/23/2016 22:00,22,6,46.04,39.92,0.79,79.972,68.42
4/23/2016 23:00,23,6,46.04,39.02,0.8,79.584,70.03
4/24/2016 0:00,0,7,44.96,39.92,0.85,80.212,73.3
4/24/2016 1:00,1,7,44.06,39.92,0.85,80.336,70.11
4/24/2016 2:00,2,7,44.06,39.92,0.85,79.572,68.48
4/24/2016 3:00,3,7,44.06,39.92,0.85,80.112,67.27
4/24/2016 4:00,4,7,44.06,39.92,0.85,79.624,66.47
4/24/2016 5:00,5,7,44.06,39.02,0.86,78.92,65.39
4/24/2016 6:00,6,7,42.98,39.92,0.89,78.884,64.53
4/24/2016 7:00,7,7,44.06,41,0.8,74.248,68.09
4/24/2016 8:00,8,7,46.94,41,0.8,69.452,67.9
4/24/2016 9:00,9,7,46.94,39.02,0.71,72.1,70.56
4/24/2016 10:00,10,7,48.02,39.02,0.74,75.312,70.08
4/24/2016 11:00,11,7,46.94,37.94,0.68,78.904,72.84
4/24/2016 12:00,12,7,48.02,37.94,0.71,78.228,73.04
4/24/2016 13:00,13,7,48.92,37.04,0.58,80.192,75.12
4/24/2016 14:00,14,7,51.08,37.04,0.58,80.34,73.82
4/24/2016 15:00,15,7,51.08,37.04,0.61,77.964,72.39
4/24/2016 16:00,16,7,50,37.04,0.57,76.492,73.26
4/24/2016 17:00,17,7,51.98,37.04,0.54,74.652,73.9
4/24/2016 18:00,18,7,53.06,39.92,0.71,75.58,69.66
4/24/2016 19:00,19,7,48.02,39.92,0.73,75.5,68.81
4/24/2016 20:00,20,7,48.02,39.92,0.73,79.652,68.83
4/24/2016 21:00,21,7,48.02,39.92,0.73,82.708,68.83
4/24/2016 22:00,22,7,48.02,39.02,0.74,83.444,68.62
4/24/2016 23:00,23,7,46.94,35.06,0.65,83.604,71.54
4/25/2016 0:00,0,1,46.04,35.06,0.68,83.272,72.5
4/25/2016 1:00,1,1,44.96,33.98,0.67,82.936,69.56
4/25/2016 2:00,2,1,44.06,33.98,0.67,82.2,68.81
4/25/2016 3:00,3,1,44.06,33.08,0.68,81.848,69.17
4/25/2016 4:00,4,1,42.98,33.08,0.68,83.944,73.34
4/25/2016 5:00,5,1,42.98,33.08,0.7,92.068,78.44
4/25/2016 6:00,6,1,42.08,33.08,0.73,108.56,86.74
4/25/2016 7:00,7,1,44.06,33.98,0.6,115.956,107.86
4/25/2016 8:00,8,1,46.94,33.98,0.6,147.916,121.79
4/25/2016 9:00,9,1,46.94,33.98,0.54,169.34,148.35
4/25/2016 10:00,10,1,50,35.06,0.49,171.112,162.55
4/25/2016 11:00,11,1,53.96,33.98,0.47,168.704,164.39
4/25/2016 12:00,12,1,53.96,33.98,0.43,202.112,172.68
4/25/2016 13:00,13,1,57.92,35.06,0.42,220.624,170.57
4/25/2016 14:00,14,1,57.92,35.06,0.42,221.776,170.14
4/25/2016 15:00,15,1,57.92,35.06,0.42,217.932,173.14
4/25/2016 16:00,16,1,57.92,35.96,0.44,209.924,175.06
4/25/2016 17:00,17,1,57.92,37.94,0.59,205.02,164.14
4/25/2016 18:00,18,1,51.98,37.94,0.59,162.992,154.22
4/25/2016 19:00,19,1,51.98,37.94,0.63,120.788,131.51
4/25/2016 20:00,20,1,50,37.94,0.63,117.164,111.19
4/25/2016 21:00,21,1,50,37.04,0.66,113.496,97.54
4/25/2016 22:00,22,1,48.02,37.04,0.66,100.908,91.84
4/25/2016 23:00,23,1,48.02,37.94,0.68,90.52,91.16
4/26/2016 0:00,0,2,48.02,37.04,0.66,88.884,94.62
4/26/2016 1:00,1,2,46.04,35.96,0.71,87.896,83.04
4/26/2016 2:00,2,2,44.96,35.96,0.71,81.356,74.97
4/26/2016 3:00,3,2,44.96,37.04,0.76,81.036,69.81
4/26/2016 4:00,4,2,44.06,35.96,0.73,80.348,70.77
4/26/2016 5:00,5,2,44.06,35.96,0.76,82.672,73.49
4/26/2016 6:00,6,2,42.98,37.04,0.79,96.448,81.94
4/26/2016 7:00,7,2,42.98,35.06,0.7,116.4,99.68
4/26/2016 8:00,8,2,44.06,35.06,0.7,140.088,116.49
4/26/2016 9:00,9,2,44.06,35.06,0.7,155.16,135.28
4/26/2016 10:00,10,2,44.06,35.06,0.7,156.364,141.98
4/26/2016 11:00,11,2,44.06,33.98,0.63,157.148,145.79
4/26/2016 12:00,12,2,46.04,33.98,0.63,158.564,146.13
4/26/2016 13:00,13,2,44.96,33.98,0.6,159.508,143.61
4/26/2016 14:00,14,2,46.94,33.98,0.6,162.096,143.35
4/26/2016 15:00,15,2,46.94,33.08,0.6,159.64,143.58
4/26/2016 16:00,16,2,46.04,33.08,0.6,157.712,143.8
4/26/2016 17:00,17,2,46.04,33.08,0.6,154.296,138.71
4/26/2016 18:00,18,2,46.04,33.98,0.67,137.212,125.16
4/26/2016 19:00,19,2,42.98,33.98,0.7,122.928,107.84
4/26/2016 20:00,20,2,42.98,33.98,0.7,118.116,92.49
4/26/2016 21:00,21,2,42.98,33.98,0.7,107.884,84.48
4/26/2016 22:00,22,2,42.98,35.06,0.73,104.912,81.42
4/26/2016 23:00,23,2,42.98,33.08,0.7,101.052,81.6
4/27/2016 0:00,0,3,42.08,33.08,0.7,99.468,85.19
4/27/2016 1:00,1,3,41,33.98,0.76,98.74,76.78
4/27/2016 2:00,2,3,41,33.98,0.76,98.7,71.96
4/27/2016 3:00,3,3,41,33.98,0.76,82.276,70.13
4/27/2016 4:00,4,3,41,33.98,0.76,78.868,71.21
4/27/2016 5:00,5,3,41,35.06,0.79,82.236,74.55
4/27/2016 6:00,6,3,41,35.06,0.79,91.548,82.86
4/27/2016 7:00,7,3,41,37.04,0.86,111.776,94.58
4/27/2016 8:00,8,3,41,37.04,0.86,134.56,115.4
4/27/2016 9:00,9,3,41,37.94,0.85,138,132.45
4/27/2016 10:00,10,3,42.08,37.94,0.82,136.392,138.05
4/27/2016 11:00,11,3,42.98,37.94,0.76,135.404,141.24
4/27/2016 12:00,12,3,44.96,37.94,0.73,134.244,143
4/27/2016 13:00,13,3,46.94,37.94,0.71,142.668,140.62
4/27/2016 14:00,14,3,46.94,37.94,0.71,146.212,140.83
4/27/2016 15:00,15,3,46.94,42.08,0.86,139.044,140.18
4/27/2016 16:00,16,3,46.04,41,0.86,136.824,141.1
4/27/2016 17:00,17,3,44.96,41,0.89,129.604,137.2
4/27/2016 18:00,18,3,44.06,41,0.89,113.36,126.91
4/27/2016 19:00,19,3,42.98,41,0.93,102.884,110.16
4/27/2016 20:00,20,3,42.98,41,0.93,94.112,93.97
4/27/2016 21:00,21,3,42.98,41,0.93,81.808,83.97
4/27/2016 22:00,22,3,42.98,42.08,0.93,75.332,79.72
4/27/2016 23:00,23,3,44.06,42.98,0.93,66.236,78.73
4/28/2016 0:00,0,4,44.96,44.06,0.93,66.044,81.07
4/28/2016 1:00,1,4,46.94,48.02,0.93,65.332,74.54
4/28/2016 2:00,2,4,50,48.02,0.93,61.644,68.98
4/28/2016 3:00,3,4,50,48.92,0.96,60.588,65.2
4/28/2016 4:00,4,4,50,50,0.93,60.824,67.83
4/28/2016 5:00,5,4,51.98,51.98,0.93,61.948,72.83
4/28/2016 6:00,6,4,53.96,51.98,0.93,75.12,81.4
4/28/2016 7:00,7,4,53.96,55.04,0.93,92.216,104.54
4/28/2016 8:00,8,4,57.02,55.94,0.96,108.504,125.3
4/28/2016 9:00,9,4,57.02,55.94,0.9,133.88,146.46
4/28/2016 10:00,10,4,59,57.02,0.93,181.772,145.08
4/28/2016 11:00,11,4,59,57.02,0.93,172.256,147.39
4/28/2016 12:00,12,4,59,57.92,0.93,170.208,150.1
4/28/2016 13:00,13,4,60.08,59,0.84,173.848,155.32
4/28/2016 14:00,14,4,64.04,59,0.84,176.992,155.36
4/28/2016 15:00,15,4,64.04,55.94,0.83,186.424,152.9
4/28/2016 16:00,16,4,60.98,55.04,0.83,194.496,154.43
4/28/2016 17:00,17,4,60.08,55.04,0.78,195.388,154.89
4/28/2016 18:00,18,4,62.06,51.98,0.83,153.608,136.69
4/28/2016 19:00,19,4,53.96,48.92,0.89,111.688,115.16
4/28/2016 20:00,20,4,51.98,48.92,0.89,106.508,98.8
4/28/2016 21:00,21,4,51.98,48.02,0.93,95.54,87.18
4/28/2016 22:00,22,4,50,50,0.96,83.196,82.41
4/28/2016 23:00,23,4,51.08,48.92,0.96,72.84,79.77
4/29/2016 0:00,0,5,50,48.92,0.96,71.996,81.08
4/29/2016 1:00,1,5,48.92,48.02,0.97,67.788,69.69
4/29/2016 2:00,2,5,48.92,48.02,0.97,67.348,64.3
4/29/2016 3:00,3,5,48.92,51.08,0.78,61.7,73.31
4/29/2016 4:00,4,5,57.92,46.04,0.65,63.288,74.57
4/29/2016 5:00,5,5,57.92,46.04,0.69,70.116,71.08
4/29/2016 6:00,6,5,55.94,42.08,0.6,83.584,81.5
4/29/2016 7:00,7,5,55.04,41,0.55,99.752,104
4/29/2016 8:00,8,5,57.02,41,0.55,129.724,136.49
4/29/2016 9:00,9,5,57.02,37.94,0.47,158.656,167.51
4/29/2016 10:00,10,5,57.92,37.04,0.42,194.14,179.18
4/29/2016 11:00,11,5,60.08,39.02,0.41,195.708,190.29
4/29/2016 12:00,12,5,62.96,37.04,0.37,196.728,194.21
4/29/2016 13:00,13,5,64.94,37.04,0.34,195.848,193.26
4/29/2016 14:00,14,5,66.02,37.04,0.34,196.5,195.15
4/29/2016 15:00,15,5,66.02,39.02,0.4,191.04,197.79
4/29/2016 16:00,16,5,64.04,37.94,0.37,191.724,202.51
4/29/2016 17:00,17,5,64.94,39.92,0.41,184.14,197.75
4/29/2016 18:00,18,5,64.04,39.92,0.41,144.144,179.12
4/29/2016 19:00,19,5,62.06,39.02,0.46,107.192,150.67
4/29/2016 20:00,20,5,60.08,39.02,0.46,101.48,132.2
4/29/2016 21:00,21,5,60.08,39.92,0.53,97.504,118.28
4/29/2016 22:00,22,5,57.02,39.02,0.53,89.616,111.55
4/29/2016 23:00,23,5,55.94,39.92,0.59,86.268,109.83
4/30/2016 0:00,0,6,53.96,39.02,0.59,86.152,101.51
4/30/2016 1:00,1,6,51.98,39.02,0.71,85.904,87.36
4/30/2016 2:00,2,6,48.02,39.02,0.71,72.684,75.71
4/30/2016 3:00,3,6,48.02,39.92,0.76,71.016,69.38
4/30/2016 4:00,4,6,46.94,39.92,0.79,70.664,66.16
4/30/2016 5:00,5,6,46.04,39.92,0.85,70.336,63.47
4/30/2016 6:00,6,6,44.06,39.92,0.85,68.236,63.89
4/30/2016 7:00,7,6,46.94,42.08,0.64,60.372,74.19
4/30/2016 8:00,8,6,53.96,42.08,0.64,60.896,74.93
4/30/2016 9:00,9,6,53.96,39.02,0.47,59.284,82.82
4/30/2016 10:00,10,6,59,37.94,0.41,59.128,89.53
4/30/2016 11:00,11,6,62.06,37.94,0.38,60.036,99.24
4/30/2016 12:00,12,6,64.04,37.94,0.38,59.676,108.78
4/30/2016 13:00,13,6,62.06,39.02,0.41,59.74,83.38
4/30/2016 14:00,14,6,62.96,39.02,0.41,66.1,77.34
4/30/2016 15:00,15,6,62.96,37.04,0.32,59.884,75.08
4/30/2016 16:00,16,6,68,37.04,0.31,60.004,72.26
4/30/2016 17:00,17,6,69.08,35.06,0.31,60.052,63.49
4/30/2016 18:00,18,6,66.92,37.04,0.34,60.676,61.59
4/30/2016 19:00,19,6,62.96,37.04,0.41,59.956,56.1
4/30/2016 20:00,20,6,60.98,37.04,0.41,60.632,60.45
4/30/2016 21:00,21,6,60.98,37.04,0.44,68.392,61.66
4/30/2016 22:00,22,6,59,37.94,0.47,69.812,64.91
4/30/2016 23:00,23,6,57.92,39.02,0.51,70.104,69.45
5/1/2016 0:00,0,7,57.02,39.92,0.57,69.456,77.4
5/1/2016 1:00,1,7,51.98,42.08,0.71,68.96,69.86
5/1/2016 2:00,2,7,51.08,42.08,0.71,67.84,70.27
5/1/2016 3:00,3,7,51.08,42.98,0.69,70.824,70.82
5/1/2016 4:00,4,7,53.06,44.06,0.74,70.296,69.34
5/1/2016 5:00,5,7,51.98,44.06,0.77,69.98,67.58
5/1/2016 6:00,6,7,51.08,44.06,0.77,65.772,67.17
5/1/2016 7:00,7,7,53.06,41,0.57,57.448,73.6
5/1/2016 8:00,8,7,55.94,41,0.57,59.852,72.92
5/1/2016 9:00,9,7,55.94,37.94,0.47,61.796,74.82
5/1/2016 10:00,10,7,57.92,33.98,0.37,60.088,76.2
5/1/2016 11:00,11,7,60.08,30.02,0.31,60.744,76.05
5/1/2016 12:00,12,7,60.98,33.08,0.34,60.756,78.94
5/1/2016 13:00,13,7,62.06,32,0.31,60.988,76.44
5/1/2016 14:00,14,7,62.96,32,0.31,61.904,75.72
5/1/2016 15:00,15,7,62.96,32,0.31,62.184,74.95
5/1/2016 16:00,16,7,62.96,33.08,0.3,62.004,75.55
5/1/2016 17:00,17,7,64.94,32,0.33,61.168,73.77
5/1/2016 18:00,18,7,60.98,33.98,0.39,58.904,72.45
5/1/2016 19:00,19,7,59,32,0.41,56.82,71.22
5/1/2016 20:00,20,7,55.04,32,0.41,57.792,71.94
5/1/2016 21:00,21,7,55.04,32,0.43,68.008,72.75
5/1/2016 22:00,22,7,53.96,33.98,0.5,69.24,73.18
5/1/2016 23:00,23,7,51.98,33.98,0.5,69,75.67
5/2/2016 0:00,0,1,51.98,35.96,0.54,68.844,77.87
5/2/2016 1:00,1,1,51.08,37.04,0.61,68.336,72.26
5/2/2016 2:00,2,1,50,37.04,0.61,68.172,69.62
5/2/2016 3:00,3,1,50,37.04,0.58,68.34,71
5/2/2016 4:00,4,1,51.08,37.04,0.61,70.144,71.55
5/2/2016 5:00,5,1,50,37.94,0.63,84.592,78.01
5/2/2016 6:00,6,1,50,37.94,0.63,106.044,90.34
5/2/2016 7:00,7,1,48.92,39.02,0.59,115.76,117.76
5/2/2016 8:00,8,1,53.06,39.02,0.59,133.856,140.28
5/2/2016 9:00,9,1,53.06,39.92,0.57,188.676,163.51
5/2/2016 10:00,10,1,55.04,39.92,0.53,203.832,169.61
5/2/2016 11:00,11,1,57.02,39.92,0.51,204.836,173.63
5/2/2016 12:00,12,1,57.92,39.02,0.46,204.956,181.54
5/2/2016 13:00,13,1,60.98,37.94,0.4,202.384,182.11
5/2/2016 14:00,14,1,62.96,37.94,0.4,207.696,182.17
5/2/2016 15:00,15,1,62.96,37.94,0.4,207.668,186.24
5/2/2016 16:00,16,1,62.96,37.04,0.39,197.552,188.13
5/2/2016 17:00,17,1,62.06,37.04,0.39,189.444,184.72
5/2/2016 18:00,18,1,62.06,35.96,0.37,151.176,167.69
5/2/2016 19:00,19,1,62.06,35.06,0.39,109.648,142.49
5/2/2016 20:00,20,1,60.08,35.06,0.39,103.3,123.65
5/2/2016 21:00,21,1,60.08,35.96,0.44,109.82,111.37
5/2/2016 22:00,22,1,57.92,37.04,0.49,96.652,105.9
5/2/2016 23:00,23,1,55.94,35.96,0.5,82.436,105.84
5/3/2016 0:00,0,2,53.96,37.04,0.54,82.772,111.87
5/3/2016 1:00,1,2,51.08,37.04,0.61,81.74,94.38
5/3/2016 2:00,2,2,50,37.04,0.61,70.94,81.52
5/3/2016 3:00,3,2,50,37.04,0.63,70.492,71.78
5/3/2016 4:00,4,2,48.92,37.04,0.68,70.396,67.87
5/3/2016 5:00,5,2,46.94,37.04,0.71,71.244,70.9
5/3/2016 6:00,6,2,46.04,37.04,0.74,88.728,79.6
5/3/2016 7:00,7,2,50,37.04,0.53,120.136,108.41
5/3/2016 8:00,8,2,53.96,37.04,0.53,136.732,123.8
5/3/2016 9:00,9,2,53.96,35.96,0.45,169.572,166.14
5/3/2016 10:00,10,2,57.02,35.06,0.41,197.376,179.99
5/3/2016 11:00,11,2,59,33.08,0.35,198.192,186.71
5/3/2016 12:00,12,2,60.98,30.92,0.29,208.356,192.62
5/3/2016 13:00,13,2,62.06,30.02,0.29,203.18,181.94
5/3/2016 14:00,14,2,62.96,30.02,0.29,205.5,188.51
5/3/2016 15:00,15,2,62.96,30.92,0.32,198.14,187.09
5/3/2016 16:00,16,2,60.98,30.02,0.31,198.644,189.73
5/3/2016 17:00,17,2,60.98,26.96,0.24,193.74,180.97
5/3/2016 18:00,18,2,64.04,28.94,0.3,151.136,161.33
5/3/2016 19:00,19,2,60.98,28.04,0.31,109.96,137.24
5/3/2016 20:00,20,2,59,28.04,0.31,103.884,118.38
5/3/2016 21:00,21,2,59,28.94,0.35,93.792,106.42
5/3/2016 22:00,22,2,55.94,26.96,0.34,86.404,101.54
5/3/2016 23:00,23,2,55.04,26.96,0.36,76.824,103.65
5/4/2016 0:00,0,3,53.06,26.96,0.39,78.168,110.78
5/4/2016 1:00,1,3,48.92,24.98,0.37,78.22,96.27
5/4/2016 2:00,2,3,50,24.98,0.37,78.18,84.03
5/4/2016 3:00,3,3,50,26.96,0.45,71.016,73.17
5/4/2016 4:00,4,3,46.94,26.06,0.42,70.732,71.99
5/4/2016 5:00,5,3,48.02,26.06,0.42,72.308,74.17
5/4/2016 6:00,6,3,48.02,28.94,0.57,85.668,75.24
5/4/2016 7:00,7,3,50,28.04,0.38,113.092,112.38
5/4/2016 8:00,8,3,53.06,28.04,0.38,130.888,134.53
5/4/2016 9:00,9,3,53.06,30.02,0.36,150.552,181.39
5/4/2016 10:00,10,3,57.02,30.02,0.32,195.232,190.72
5/4/2016 11:00,11,3,60.08,30.02,0.3,200.968,194.3
5/4/2016 12:00,12,3,62.06,28.94,0.28,204.672,194.76
5/4/2016 13:00,13,3,66.02,33.08,0.33,202.436,192.23
5/4/2016 14:00,14,3,62.96,33.08,0.33,204.36,192.38
5/4/2016 15:00,15,3,62.96,35.96,0.37,204.624,198.5
5/4/2016 16:00,16,3,62.96,35.06,0.35,206.108,198.85
5/4/2016 17:00,17,3,62.96,37.04,0.41,200.668,192.69
5/4/2016 18:00,18,3,60.98,30.92,0.32,154.588,168.13
5/4/2016 19:00,19,3,60.08,33.08,0.4,109.08,145.17
5/4/2016 20:00,20,3,57.02,33.08,0.4,100.22,124.84
5/4/2016 21:00,21,3,57.02,32,0.41,96.064,111.28
5/4/2016 22:00,22,3,55.04,33.08,0.45,85.136,105.27
5/4/2016 23:00,23,3,53.96,33.98,0.5,74.912,105.21
5/5/2016 0:00,0,4,51.98,33.08,0.5,75.484,110.33
5/5/2016 1:00,1,4,50,33.98,0.58,75.42,95.21
5/5/2016 2:00,2,4,48.02,33.98,0.58,70.716,82.53
5/5/2016 3:00,3,4,48.02,37.04,0.63,71.48,73.91
5/5/2016 4:00,4,4,48.92,35.96,0.61,71.44,71.67
5/5/2016 5:00,5,4,48.92,37.04,0.74,73.948,69.18
5/5/2016 6:00,6,4,44.96,37.94,0.76,92.388,81.32
5/5/2016 7:00,7,4,46.94,39.02,0.59,121.544,109.71
5/5/2016 8:00,8,4,53.06,39.02,0.59,138.596,123.88
5/5/2016 9:00,9,4,53.06,41,0.53,200.068,164.37
5/5/2016 10:00,10,4,57.92,42.98,0.52,207.816,176.48
5/5/2016 11:00,11,4,60.98,46.04,0.62,209.14,170.34
5/5/2016 12:00,12,4,59,48.02,0.62,207.3,178.18
5/5/2016 13:00,13,4,60.98,50,0.69,197.768,165.72
5/5/2016 14:00,14,4,60.08,50,0.69,183.676,169.01
5/5/2016 15:00,15,4,60.08,51.98,0.75,191.14,167.07
5/5/2016 16:00,16,4,60.08,53.06,0.78,204,169.62
5/5/2016 17:00,17,4,60.08,53.06,0.75,199.816,168.54
5/5/2016 18:00,18,4,60.98,53.06,0.75,154.768,156.52
5/5/2016 19:00,19,4,57.02,51.98,0.87,106.26,131.44
5/5/2016 20:00,20,4,55.94,51.98,0.87,92.744,114.27
5/5/2016 21:00,21,4,55.94,51.98,0.87,89.708,104.19
5/5/2016 22:00,22,4,55.94,51.98,0.87,77.312,99.58
5/5/2016 23:00,23,4,55.94,51.98,0.87,72.164,97.63
5/6/2016 0:00,0,5,55.04,51.08,0.93,68.88,92.8
5/6/2016 1:00,1,5,53.96,51.98,0.93,68.488,78.97
5/6/2016 2:00,2,5,53.96,51.98,0.93,66.792,68.04
5/6/2016 3:00,3,5,53.96,51.08,0.93,60.424,61.57
5/6/2016 4:00,4,5,53.06,51.98,0.93,60.436,62.06
5/6/2016 5:00,5,5,53.96,51.98,0.93,62.972,66.73
5/6/2016 6:00,6,5,53.96,51.98,0.89,97.832,82.72
5/6/2016 7:00,7,5,53.96,53.96,1,150.148,97
5/6/2016 8:00,8,5,53.96,53.96,1,159.84,126.2
5/6/2016 9:00,9,5,53.96,53.96,1,168.864,134.81
5/6/2016 10:00,10,5,53.96,53.96,0.96,169.844,140.62
5/6/2016 11:00,11,5,55.04,53.96,0.96,173.352,141.48
5/6/2016 12:00,12,5,55.04,53.06,0.9,172.824,146.08
5/6/2016 13:00,13,5,55.94,50,0.77,173.14,146.28
5/6/2016 14:00,14,5,55.94,44.96,0.67,177.624,145.35
5/6/2016 15:00,15,5,55.94,44.06,0.64,180.1,147.09
5/6/2016 16:00,16,5,55.94,44.06,0.6,180.748,149.32
5/6/2016 17:00,17,5,57.92,44.06,0.62,175.052,143.65
5/6/2016 18:00,18,5,57.02,44.96,0.64,139.468,131.94
5/6/2016 19:00,19,5,57.02,48.92,0.74,106.676,114.77
5/6/2016 20:00,20,5,57.02,48.92,0.74,101.616,99.91
5/6/2016 21:00,21,5,57.02,50,0.8,96.432,91.82
5/6/2016 22:00,22,5,55.94,51.08,0.86,79.72,86.66
