DATE,Hour of Day,Day of Week,Outdoor Drybulb,Outdoor Dewpoint,Relative Humidity,Electric Demand (kW),Optimal (kW)
1/1/2016 0:00,0,5,8.96,5,0.84,96.124,106.82
1/1/2016 1:00,1,5,5,1.04,0.83,87.276,97.13
1/1/2016 2:00,2,5,3.92,-0.04,0.83,86.304,86.85
1/1/2016 3:00,3,5,3.92,-0.94,0.8,84.428,77.64
1/1/2016 4:00,4,5,3.02,-0.94,0.83,86.572,72.4
1/1/2016 5:00,5,5,3.02,-2.02,0.79,88.96,74.22
1/1/2016 6:00,6,5,3.92,-0.94,0.8,90.884,81.32
1/1/2016 7:00,7,5,5,1.04,0.83,105.164,95.42
1/1/2016 8:00,8,5,5,1.04,0.83,118.588,115.22
1/1/2016 9:00,9,5,6.08,1.04,0.79,130.868,128.9
1/1/2016 10:00,10,5,6.98,-0.04,0.72,133.472,133.37
1/1/2016 11:00,11,5,8.96,1.04,0.69,134.94,134.86
1/1/2016 12:00,12,5,10.94,1.94,0.66,122.168,135.68
1/1/2016 13:00,13,5,15.08,3.02,0.58,126.592,137.17
1/1/2016 14:00,14,5,15.08,3.02,0.58,129.348,137.81
1/1/2016 15:00,15,5,15.08,1.94,0.55,128.248,139.51
1/1/2016 16:00,16,5,15.08,-0.94,0.48,125.68,140.22
1/1/2016 17:00,17,5,14,-2.02,0.48,124.372,137.83
1/1/2016 18:00,18,5,12.92,-5.98,0.42,125.648,130.79
1/1/2016 19:00,19,5,8.06,-7.96,0.47,122.516,119.41
1/1/2016 20:00,20,5,8.06,-7.96,0.47,116.416,106.07
1/1/2016 21:00,21,5,6.98,-11.02,0.42,127.184,96.63
1/1/2016 22:00,22,5,6.08,-11.92,0.42,94.964,91.54
1/1/2016 23:00,23,5,5,-11.02,0.46,87.244,89.59
1/2/2016 0:00,0,6,3.02,-9.94,0.54,87.448,87.15
1/2/2016 1:00,1,6,1.94,-9.04,0.59,87.164,80.79
1/2/2016 2:00,2,6,1.94,-9.04,0.59,85.472,74.69
1/2/2016 3:00,3,6,1.04,-7.96,0.65,73.412,69.64
1/2/2016 4:00,4,6,-0.04,-7.06,0.71,73.228,66.05
1/2/2016 5:00,5,6,-2.02,-7.96,0.75,73.076,63.64
1/2/2016 6:00,6,6,-0.94,-7.06,0.74,73.092,63.96
1/2/2016 7:00,7,6,-0.94,-7.06,0.74,73.288,64.69
1/2/2016 8:00,8,6,-0.94,-7.06,0.74,67.588,66.57
1/2/2016 9:00,9,6,1.04,-9.04,0.62,69.744,73.19
1/2/2016 10:00,10,6,3.92,-7.06,0.59,69.876,77.59
1/2/2016 11:00,11,6,8.96,-5.98,0.5,79.304,84.45
1/2/2016 12:00,12,6,15.98,-7.06,0.35,83.08,90.61
1/2/2016 13:00,13,6,23,5,0.45,82.056,81.93
1/2/2016 14:00,14,6,23,5,0.45,81.124,77.99
1/2/2016 15:00,15,6,24.98,12.02,0.57,81.092,74.6
1/2/2016 16:00,16,6,26.96,12.92,0.55,81.512,73.95
1/2/2016 17:00,17,6,28.04,15.98,0.6,68.072,71.77
1/2/2016 18:00,18,6,24.98,17.06,0.71,75.268,68.06
1/2/2016 19:00,19,6,24.08,17.06,0.74,83.436,67.04
1/2/2016 20:00,20,6,24.08,17.06,0.74,82.728,66.82
1/2/2016 21:00,21,6,24.98,17.06,0.71,82.44,67.83
1/2/2016 22:00,22,6,24.98,17.06,0.71,83.192,68.59
1/2/2016 23:00,23,6,24.08,17.96,0.77,81.844,69.02
1/3/2016 0:00,0,7,24.08,19.04,0.81,81.172,71.41
1/3/2016 1:00,1,7,19.04,15.08,0.84,69.728,67.2
1/3/2016 2:00,2,7,17.6,15.8,0.92,67.476,63.64
1/3/2016 3:00,3,7,19.04,15.08,0.84,66.452,64.71
1/3/2016 4:00,4,7,15.98,14,0.92,74.488,60.89
1/3/2016 5:00,5,7,17.96,15.98,0.92,78.772,61.08
1/3/2016 6:00,6,7,15.08,10.94,0.83,80.1,62.33
1/3/2016 7:00,7,7,17.96,14,0.84,79.812,62.46
1/3/2016 8:00,8,7,17.96,14,0.84,75.088,62.49
1/3/2016 9:00,9,7,15.08,12.92,0.91,75.36,59.98
1/3/2016 10:00,10,7,17.96,15.08,0.88,76.716,62.91
1/3/2016 11:00,11,7,24.08,21.02,0.88,76.62,65.14
1/3/2016 12:00,12,7,30.02,23,0.75,77.148,71.63
1/3/2016 13:00,13,7,35.06,30.92,0.85,77.32,66.55
1/3/2016 14:00,14,7,35.06,30.92,0.85,73.6,66.01
1/3/2016 15:00,15,7,33.98,33.08,0.96,64.492,62.02
1/3/2016 16:00,16,7,33.98,33.08,0.96,68.244,62.03
1/3/2016 17:00,17,7,33.98,33.08,0.96,81.012,61.41
1/3/2016 18:00,18,7,33.98,33.08,0.96,82.612,61.05
1/3/2016 19:00,19,7,33.98,33.08,0.96,82.888,60.94
1/3/2016 20:00,20,7,35.06,33.98,0.96,82.076,61.41
1/3/2016 21:00,21,7,33.8,33.8,1,79.1,60.3
1/3/2016 22:00,22,7,33.98,33.08,0.96,78.192,62.77
1/3/2016 23:00,23,7,35.96,33.98,0.92,78.528,65.89
1/4/2016 0:00,0,1,35.96,35.06,0.96,77.06,67.05
1/4/2016 1:00,1,1,44.96,44.96,1,74.828,65.65
1/4/2016 2:00,2,1,44.96,44.96,1,71.756,63.79
1/4/2016 3:00,3,1,44.96,44.96,1,59.604,63.7
1/4/2016 4:00,4,1,46.04,44.96,0.96,60.548,67.36
1/4/2016 5:00,5,1,46.04,46.04,1,63.996,70.05
1/4/2016 6:00,6,1,48.92,48.02,0.97,73.876,82.47
1/4/2016 7:00,7,1,51.98,51.98,1,100.424,97.28
1/4/2016 8:00,8,1,51.98,51.98,1,116.412,119.04
1/4/2016 9:00,9,1,53.06,53.06,1,125.624,135.66
1/4/2016 10:00,10,1,53.06,53.06,1,128.68,138.85
1/4/2016 11:00,11,1,53.06,53.06,1,133.104,140.09
1/4/2016 12:00,12,1,57.92,57.02,0.97,128.152,148.75
1/4/2016 13:00,13,1,57.92,55.94,0.93,130.724,143.11
1/4/2016 14:00,14,1,55.94,53.06,0.9,136.812,142.33
1/4/2016 15:00,15,1,55.94,53.06,0.9,140.436,144.88
1/4/2016 16:00,16,1,53.6,50,0.88,141.016,144.03
1/4/2016 17:00,17,1,50,39.92,0.68,150.064,138.21
1/4/2016 18:00,18,1,44.96,39.02,0.8,139.1,126.19
1/4/2016 19:00,19,1,37.04,32,0.82,133.192,109.18
1/4/2016 20:00,20,1,35.96,26.96,0.69,126.872,93.61
1/4/2016 21:00,21,1,33.98,21.02,0.59,114.34,85.27
1/4/2016 22:00,22,1,32,17.06,0.54,95.348,82.82
1/4/2016 23:00,23,1,30.92,15.08,0.51,89.988,83.56
1/5/2016 0:00,0,2,30.02,14,0.51,84.788,86.69
1/5/2016 1:00,1,2,28.04,15.98,0.6,84.164,79.64
1/5/2016 2:00,2,2,28.04,15.98,0.6,80.844,75.34
1/5/2016 3:00,3,2,28.04,17.96,0.65,79.092,72.9
1/5/2016 4:00,4,2,26.06,19.94,0.77,79.996,71.17
1/5/2016 5:00,5,2,17.96,6.98,0.61,82.532,78.47
1/5/2016 6:00,6,2,15.98,-0.04,0.48,91.132,86.99
1/5/2016 7:00,7,2,10.94,-7.06,0.43,127.492,95.96
1/5/2016 8:00,8,2,10.94,-7.06,0.43,138.764,109.36
1/5/2016 9:00,9,2,10.04,-7.96,0.43,149.888,125.36
1/5/2016 10:00,10,2,10.94,-7.96,0.41,150.048,136
1/5/2016 11:00,11,2,12.92,-7.06,0.39,141.556,138.72
1/5/2016 12:00,12,2,12.92,-7.06,0.39,142.896,138.62
1/5/2016 13:00,13,2,14,-7.96,0.36,143.876,138.45
1/5/2016 14:00,14,2,14,-7.96,0.36,144.828,139.56
1/5/2016 15:00,15,2,15.08,-7.96,0.34,143.984,140.95
1/5/2016 16:00,16,2,14,-7.96,0.36,142.764,140.65
1/5/2016 17:00,17,2,12.92,-9.94,0.34,138.612,138.07
1/5/2016 18:00,18,2,10.94,-11.02,0.35,130.924,131.04
1/5/2016 19:00,19,2,10.04,-11.02,0.37,122.092,118.98
1/5/2016 20:00,20,2,10.04,-11.02,0.37,112.356,105.69
1/5/2016 21:00,21,2,8.96,-11.92,0.37,91.572,96.39
1/5/2016 22:00,22,2,8.96,-11.02,0.39,84.684,91.4
1/5/2016 23:00,23,2,8.06,-9.94,0.43,77.552,89.57
1/6/2016 0:00,0,3,8.06,-9.94,0.43,77.488,90.47
1/6/2016 1:00,1,3,6.98,-9.04,0.47,74.96,85.82
1/6/2016 2:00,2,3,6.98,-9.04,0.47,68.224,80.56
1/6/2016 3:00,3,3,6.08,-7.96,0.51,68.496,76.07
1/6/2016 4:00,4,3,6.98,-7.96,0.49,68.02,75.14
1/6/2016 5:00,5,3,6.98,-7.06,0.52,70.824,76.9
1/6/2016 6:00,6,3,6.98,-7.06,0.52,77.788,82.62
1/6/2016 7:00,7,3,6.98,-5.98,0.54,108.764,92.41
1/6/2016 8:00,8,3,6.98,-5.98,0.54,120.632,107.63
1/6/2016 9:00,9,3,6.98,-5.08,0.57,136.856,124.63
1/6/2016 10:00,10,3,10.04,-5.08,0.49,139.816,135.22
1/6/2016 11:00,11,3,14,-4,0.44,137.732,137.99
1/6/2016 12:00,12,3,17.06,-2.92,0.4,140.336,139.42
1/6/2016 13:00,13,3,21.92,-2.02,0.34,143.608,139.71
1/6/2016 14:00,14,3,21.92,-2.02,0.34,146.2,139.56
1/6/2016 15:00,15,3,21.92,-0.94,0.36,144.376,139.75
1/6/2016 16:00,16,3,23,-0.94,0.34,142.708,138.66
1/6/2016 17:00,17,3,21.92,-0.94,0.36,139.428,133.84
1/6/2016 18:00,18,3,19.94,-0.94,0.39,133.512,124.64
1/6/2016 19:00,19,3,19.04,1.04,0.45,124.592,111.18
1/6/2016 20:00,20,3,19.04,1.04,0.45,119.188,98.08
1/6/2016 21:00,21,3,15.98,1.04,0.51,116.224,89.47
1/6/2016 22:00,22,3,17.06,1.94,0.51,101.78,85.46
1/6/2016 23:00,23,3,15.08,3.92,0.61,92.26,83.87
1/7/2016 0:00,0,4,15.98,3.02,0.56,91.172,85.8
1/7/2016 1:00,1,4,17.06,3.02,0.53,91.996,80.74
1/7/2016 2:00,2,4,17.06,3.02,0.53,86.508,76.57
1/7/2016 3:00,3,4,17.06,3.02,0.53,82.056,74.59
1/7/2016 4:00,4,4,17.06,3.02,0.53,69.432,75.2
1/7/2016 5:00,5,4,15.98,3.92,0.58,71.972,77.41
1/7/2016 6:00,6,4,15.98,3.92,0.58,84.664,83.85
1/7/2016 7:00,7,4,15.08,3.92,0.61,114.504,93.55
1/7/2016 8:00,8,4,15.08,3.92,0.61,123.092,109.19
1/7/2016 9:00,9,4,15.98,3.92,0.58,138.22,126.29
1/7/2016 10:00,10,4,19.94,5,0.52,141.192,136.13
1/7/2016 11:00,11,4,24.08,6.98,0.47,141.912,139.67
1/7/2016 12:00,12,4,26.06,6.98,0.44,142.18,140.62
1/7/2016 13:00,13,4,30.02,6.08,0.36,145.66,140.83
1/7/2016 14:00,14,4,30.02,6.08,0.36,148.844,140.08
1/7/2016 15:00,15,4,30.92,6.98,0.36,144.648,140.32
1/7/2016 16:00,16,4,30.92,6.08,0.34,144.66,138.4
1/7/2016 17:00,17,4,30.02,6.08,0.36,140.288,132.1
1/7/2016 18:00,18,4,28.94,6.08,0.37,131.86,120.58
1/7/2016 19:00,19,4,23,8.96,0.54,121.44,106.73
1/7/2016 20:00,20,4,23,8.96,0.54,125.36,93.85
1/7/2016 21:00,21,4,21.02,10.04,0.62,106.064,85.53
1/7/2016 22:00,22,4,17.06,8.96,0.7,102.256,81.15
1/7/2016 23:00,23,4,19.04,8.96,0.64,90.944,81.07
1/8/2016 0:00,0,5,17.96,10.04,0.71,92.048,82.15
1/8/2016 1:00,1,5,15.08,8.96,0.76,92.692,75.22
1/8/2016 2:00,2,5,15.08,8.96,0.76,72.488,71.3
1/8/2016 3:00,3,5,15.08,10.04,0.8,68.512,69.18
1/8/2016 4:00,4,5,15.98,10.04,0.77,68.184,71.59
1/8/2016 5:00,5,5,15.98,10.94,0.8,70.644,75.24
1/8/2016 6:00,6,5,19.04,12.02,0.74,80.028,85.41
1/8/2016 7:00,7,5,21.02,17.06,0.84,106.492,95.38
1/8/2016 8:00,8,5,21.02,17.06,0.84,130.124,113.92
1/8/2016 9:00,9,5,21.92,19.04,0.88,148.644,127.99
1/8/2016 10:00,10,5,24.08,21.02,0.88,145.472,133.45
1/8/2016 11:00,11,5,26.06,21.92,0.84,146.5,135.37
1/8/2016 12:00,12,5,28.04,24.08,0.85,148.296,135.62
1/8/2016 13:00,13,5,30.02,26.96,0.88,148.024,134.76
1/8/2016 14:00,14,5,30.02,26.96,0.88,138.908,136.11
1/8/2016 15:00,15,5,30.92,28.04,0.89,136.02,137.65
1/8/2016 16:00,16,5,32,30.02,0.92,132.964,138.28
1/8/2016 17:00,17,5,32,30.92,0.96,135.68,136.12
1/8/2016 18:00,18,5,33.08,30.92,0.92,135.616,128.38
1/8/2016 19:00,19,5,33.08,32,0.96,126.96,114.15
1/8/2016 20:00,20,5,33.8,32,0.93,115.368,98.16
1/8/2016 21:00,21,5,33.08,32,0.96,102.5,86.5
1/8/2016 22:00,22,5,33.08,32,0.96,96.484,80.51
1/8/2016 23:00,23,5,33.08,32,0.96,86.864,78.31
1/9/2016 0:00,0,6,33.98,33.08,0.96,78.408,76.63
1/9/2016 1:00,1,6,35.06,33.98,0.96,71.712,69.78
1/9/2016 2:00,2,6,35.06,33.98,0.96,67.032,65.62
1/9/2016 3:00,3,6,35.06,33.98,0.96,77.876,63.37
1/9/2016 4:00,4,6,35.06,33.98,0.96,76.916,62.33
1/9/2016 5:00,5,6,35.06,33.98,0.96,75.856,62.11
1/9/2016 6:00,6,6,35.06,33.98,0.96,75.504,62.55
1/9/2016 7:00,7,6,37.4,37.4,1,76.9,63.09
1/9/2016 8:00,8,6,39.92,39.92,1,83.876,65.67
1/9/2016 9:00,9,6,39.92,39.92,1,76.412,67.94
1/9/2016 10:00,10,6,48.02,46.94,0.96,72.128,76.85
1/9/2016 11:00,11,6,53.96,51.98,0.93,71.368,84.71
1/9/2016 12:00,12,6,55.04,53.06,0.93,73.676,92.94
1/9/2016 13:00,13,6,57.92,55.04,0.9,69.236,83.67
1/9/2016 14:00,14,6,57.2,55.4,0.94,69.96,74.38
1/9/2016 15:00,15,6,57.92,55.04,0.9,61.312,74.16
1/9/2016 16:00,16,6,55.94,53.96,0.93,63.952,67.3
1/9/2016 17:00,17,6,57.02,55.04,0.93,63.956,67.23
1/9/2016 18:00,18,6,59,57.92,0.96,61.932,65.22
1/9/2016 19:00,19,6,59,57.02,0.93,61.724,63.63
1/9/2016 20:00,20,6,59,57.02,0.93,61.42,62.13
1/9/2016 21:00,21,6,59,57.92,0.96,62.256,60.49
1/9/2016 22:00,22,6,57.02,55.04,0.93,62.472,60.63
1/9/2016 23:00,23,6,57.02,55.94,0.96,63.864,61.87
1/10/2016 0:00,0,7,46.94,46.04,0.97,63.972,59.12
1/10/2016 1:00,1,7,51.98,51.08,0.97,65.032,63.15
1/10/2016 2:00,2,7,51.98,51.08,0.97,64.532,60.03
1/10/2016 3:00,3,7,51.98,51.08,0.97,64.732,58.98
1/10/2016 4:00,4,7,51.98,51.08,0.97,64.78,57.75
1/10/2016 5:00,5,7,51.08,50,0.96,66.876,56.32
1/10/2016 6:00,6,7,46.94,39.92,0.76,70.088,58.72
1/10/2016 7:00,7,7,44.06,33.98,0.67,71.048,58.72
1/10/2016 8:00,8,7,44.06,33.98,0.67,66.74,60.01
1/10/2016 9:00,9,7,42.98,30.02,0.6,63.252,61.9
1/10/2016 10:00,10,7,42.98,28.94,0.57,64.676,64.29
1/10/2016 11:00,11,7,44.96,28.94,0.53,65.876,67.79
1/10/2016 12:00,12,7,44.06,28.04,0.53,67.236,69.02
1/10/2016 13:00,13,7,46.94,26.96,0.45,67.212,70.31
1/10/2016 14:00,14,7,46.94,26.96,0.45,67.364,70.5
1/10/2016 15:00,15,7,44.96,26.06,0.47,67.08,70.88
1/10/2016 16:00,16,7,44.06,26.06,0.49,67.212,71.72
1/10/2016 17:00,17,7,42.98,24.98,0.49,71.016,72.27
1/10/2016 18:00,18,7,41,24.08,0.51,75.62,72.07
1/10/2016 19:00,19,7,39.02,24.08,0.55,75.156,71.54
1/10/2016 20:00,20,7,39.02,24.08,0.55,85.332,72.01
1/10/2016 21:00,21,7,39.02,23,0.52,87.38,72.92
1/10/2016 22:00,22,7,39.02,23,0.52,85.972,73.8
1/10/2016 23:00,23,7,37.04,23,0.56,85.944,74.67
1/11/2016 0:00,0,1,35.96,21.92,0.56,85.912,79.28
1/11/2016 1:00,1,1,32,23,0.69,85.508,73.42
1/11/2016 2:00,2,1,32,23,0.69,85.888,71.85
1/11/2016 3:00,3,1,30.02,23,0.75,85.796,70.07
1/11/2016 4:00,4,1,28.94,23,0.78,84.256,71.42
1/11/2016 5:00,5,1,30.92,24.08,0.75,87.252,77.17
1/11/2016 6:00,6,1,30.02,23,0.75,95.748,83.84
1/11/2016 7:00,7,1,28.94,24.08,0.82,107.608,94.49
1/11/2016 8:00,8,1,28.94,24.08,0.82,127.452,113.13
1/11/2016 9:00,9,1,32,24.98,0.75,152.412,130.1
1/11/2016 10:00,10,1,37.04,26.96,0.67,156.268,138.42
1/11/2016 11:00,11,1,39.92,28.04,0.62,161.432,141.92
1/11/2016 12:00,12,1,46.04,28.04,0.49,165.748,150.67
1/11/2016 13:00,13,1,48.92,26.96,0.42,178.036,149.47
1/11/2016 14:00,14,1,48.92,26.96,0.42,179.368,148.36
1/11/2016 15:00,15,1,50,28.04,0.42,169.552,150.11
1/11/2016 16:00,16,1,48.92,30.02,0.48,167.856,148.07
1/11/2016 17:00,17,1,46.04,33.98,0.63,155.42,142.92
1/11/2016 18:00,18,1,44.06,35.96,0.73,135.884,131.91
1/11/2016 19:00,19,1,44.06,39.92,0.85,119.636,114.88
1/11/2016 20:00,20,1,44.06,39.92,0.85,104.424,97.76
1/11/2016 21:00,21,1,46.94,42.08,0.83,91.492,88.12
1/11/2016 22:00,22,1,44.96,41,0.86,82.464,82.6
1/11/2016 23:00,23,1,46.94,42.98,0.86,74.384,82.34
1/12/2016 0:00,0,2,48.92,44.06,0.83,73.204,86.09
1/12/2016 1:00,1,2,50,44.96,0.83,73.324,77.79
1/12/2016 2:00,2,2,50,44.96,0.83,68.892,71.16
1/12/2016 3:00,3,2,50,44.96,0.83,68.816,67.63
1/12/2016 4:00,4,2,50,46.04,0.86,68.96,67.05
1/12/2016 5:00,5,2,48.02,44.96,0.89,68.788,69.62
1/12/2016 6:00,6,2,48.02,44.96,0.89,78.744,81.37
1/12/2016 7:00,7,2,46.94,42.98,0.86,103.796,99.2
1/12/2016 8:00,8,2,46.94,42.98,0.86,135.42,119.86
1/12/2016 9:00,9,2,46.94,42.08,0.83,155.012,134.99
1/12/2016 10:00,10,2,46.94,42.98,0.86,157.856,138.15
1/12/2016 11:00,11,2,48.02,44.96,0.89,159.596,139.69
1/12/2016 12:00,12,2,48.02,46.04,0.93,149.104,139.3
1/12/2016 13:00,13,2,46.04,44.96,0.96,145.392,135
1/12/2016 14:00,14,2,46.4,44.6,0.93,146.728,137.9
1/12/2016 15:00,15,2,46.04,44.96,0.96,143.728,138.89
1/12/2016 16:00,16,2,46.4,44.6,0.93,149.52,140.65
1/12/2016 17:00,17,2,46.04,44.96,0.96,148.92,137.62
1/12/2016 18:00,18,2,44.6,44.6,1,132.276,128.09
1/12/2016 19:00,19,2,46.4,46.4,1,117.276,112.15
1/12/2016 20:00,20,2,48.02,46.04,0.93,113.044,95.75
1/12/2016 21:00,21,2,48.02,46.04,0.93,102.064,85.72
1/12/2016 22:00,22,2,46.04,42.08,0.86,98.496,80.95
1/12/2016 23:00,23,2,44.96,42.08,0.9,72.776,79.06
1/13/2016 0:00,0,3,44.96,41,0.86,73.308,81.92
1/13/2016 1:00,1,3,42.08,39.02,0.89,77.856,72.28
1/13/2016 2:00,2,3,42.08,39.02,0.89,76.844,68.04
1/13/2016 3:00,3,3,41,37.04,0.86,72.4,67.15
1/13/2016 4:00,4,3,39.02,35.96,0.89,81.14,67.65
1/13/2016 5:00,5,3,37.04,33.98,0.89,81.576,72.85
1/13/2016 6:00,6,3,33.98,32,0.92,89.272,81.39
1/13/2016 7:00,7,3,30.92,28.94,0.92,124.076,97.67
1/13/2016 8:00,8,3,30.92,28.94,0.92,136.512,117.01
1/13/2016 9:00,9,3,30.02,28.94,0.96,148.896,128.43
1/13/2016 10:00,10,3,37.04,33.08,0.85,143.252,136.79
1/13/2016 11:00,11,3,42.08,35.96,0.79,151.732,139.28
1/13/2016 12:00,12,3,44.06,37.04,0.76,230.968,141.34
1/13/2016 13:00,13,3,46.04,37.94,0.73,235.56,140.06
1/13/2016 14:00,14,3,46.04,37.94,0.73,241.852,140.07
1/13/2016 15:00,15,3,46.04,37.94,0.73,232.176,141.3
1/13/2016 16:00,16,3,44.96,39.02,0.8,225.676,140.59
1/13/2016 17:00,17,3,42.98,39.02,0.86,213.94,136.81
1/13/2016 18:00,18,3,41,39.02,0.93,200.06,126.92
1/13/2016 19:00,19,3,39.92,37.94,0.93,170.156,110.93
1/13/2016 20:00,20,3,39.92,37.94,0.93,148.56,94.69
1/13/2016 21:00,21,3,35.96,35.06,0.96,132.456,83.5
1/13/2016 22:00,22,3,39.02,37.94,0.96,124.208,79.02
1/13/2016 23:00,23,3,39.2,37.4,0.93,127.76,77.86
1/14/2016 0:00,0,4,37.04,35.96,0.96,127.632,78.42
1/14/2016 1:00,1,4,37.94,37.94,1,124.624,70.22
1/14/2016 2:00,2,4,37.94,37.04,0.97,120.108,66.59
1/14/2016 3:00,3,4,37.04,35.96,0.96,118.212,65.63
1/14/2016 4:00,4,4,37.04,37.04,1,119.428,66.5
1/14/2016 5:00,5,4,37.04,35.96,0.96,118.24,73.45
1/14/2016 6:00,6,4,35.6,35.6,1,141.836,81.31
1/14/2016 7:00,7,4,35.06,33.98,0.96,182.62,99.34
1/14/2016 8:00,8,4,33.98,33.98,1,207.236,116.14
1/14/2016 9:00,9,4,33.98,33.08,0.96,226.224,130.3
1/14/2016 10:00,10,4,37.04,35.06,0.92,211.872,134.82
1/14/2016 11:00,11,4,37.94,35.06,0.89,215.248,136.18
1/14/2016 12:00,12,4,39.02,35.96,0.89,209.088,136.9
1/14/2016 13:00,13,4,41,35.96,0.82,211.152,137.37
1/14/2016 14:00,14,4,41,35.96,0.82,212.728,137.49
1/14/2016 15:00,15,4,42.08,37.04,0.82,209.504,139.31
1/14/2016 16:00,16,4,42.08,35.96,0.79,207.116,139.29
1/14/2016 17:00,17,4,41,35.96,0.82,204.348,135.25
1/14/2016 18:00,18,4,41,37.04,0.86,186.26,125.04
1/14/2016 19:00,19,4,39.92,35.06,0.83,169.152,108.61
1/14/2016 20:00,20,4,39.92,35.06,0.83,156.608,93.03
1/14/2016 21:00,21,4,39.02,35.96,0.89,154.08,83.33
1/14/2016 22:00,22,4,39.02,35.06,0.86,120.512,79.42
1/14/2016 23:00,23,4,39.02,35.06,0.86,110.004,78.63
1/15/2016 0:00,0,5,39.02,35.06,0.86,108.024,80.82
1/15/2016 1:00,1,5,37.94,35.96,0.92,98.616,72.44
1/15/2016 2:00,2,5,37.94,35.96,0.92,97.24,68.14
1/15/2016 3:00,3,5,37.94,37.04,0.97,94.548,65.53
1/15/2016 4:00,4,5,37.94,35.96,0.92,94.408,68.97
1/15/2016 5:00,5,5,37.94,35.96,0.92,97.668,73.51
1/15/2016 6:00,6,5,35.06,33.98,0.96,116.304,80.89
1/15/2016 7:00,7,5,33.08,30.92,0.92,157.004,98.52
1/15/2016 8:00,8,5,33.08,30.92,0.92,176.388,116.55
1/15/2016 9:00,9,5,33.98,30.92,0.88,221.504,130.49
1/15/2016 10:00,10,5,35.96,30.92,0.82,228.556,135.7
1/15/2016 11:00,11,5,39.02,28.94,0.67,232.616,140.5
1/15/2016 12:00,12,5,41,26.06,0.55,233.896,144.13
1/15/2016 13:00,13,5,44.06,24.98,0.47,235.924,143.78
1/15/2016 14:00,14,5,44.06,24.98,0.47,242.208,142.59
1/15/2016 15:00,15,5,44.96,19.94,0.36,239.216,144.18
1/15/2016 16:00,16,5,44.96,21.92,0.4,234.4,141.79
1/15/2016 17:00,17,5,42.08,19.94,0.41,200.684,135.17
1/15/2016 18:00,18,5,39.02,23,0.52,183.588,123.44
1/15/2016 19:00,19,5,35.06,26.06,0.69,160.276,107.64
1/15/2016 20:00,20,5,35.06,26.06,0.69,170.544,92.86
1/15/2016 21:00,21,5,33.98,26.96,0.75,168.94,83.97
1/15/2016 22:00,22,5,33.08,26.96,0.78,152.208,80.09
1/15/2016 23:00,23,5,33.08,26.96,0.78,119.82,79.61
1/16/2016 0:00,0,6,32,26.96,0.81,126.636,78.37
1/16/2016 1:00,1,6,32,28.04,0.85,123.84,71.69
1/16/2016 2:00,2,6,32,28.04,0.85,117.86,68.02
1/16/2016 3:00,3,6,32,28.04,0.85,109.392,66.03
1/16/2016 4:00,4,6,33.08,28.94,0.85,96.044,65.32
1/16/2016 5:00,5,6,33.08,30.02,0.88,98.06,64.38
1/16/2016 6:00,6,6,33.98,30.02,0.85,117.972,65.94
1/16/2016 7:00,7,6,35.96,33.08,0.89,122.74,66.19
1/16/2016 8:00,8,6,35.96,33.08,0.89,147.08,67.94
1/16/2016 9:00,9,6,35.96,33.98,0.92,136.616,69.7
1/16/2016 10:00,10,6,35.96,33.98,0.92,135.428,73.98
1/16/2016 11:00,11,6,35.6,33.8,0.93,135.852,79.49
1/16/2016 12:00,12,6,37.04,35.06,0.92,134.32,89.09
1/16/2016 13:00,13,6,37.04,35.06,0.92,127.092,78.85
1/16/2016 14:00,14,6,35.96,33.98,0.92,124.444,72.27
1/16/2016 15:00,15,6,35.06,33.98,0.96,119.524,67.47
1/16/2016 16:00,16,6,35.6,33.8,0.93,104.344,66.73
1/16/2016 17:00,17,6,35.06,33.08,0.92,96.908,65
1/16/2016 18:00,18,6,35.06,33.08,0.92,98.924,63.8
1/16/2016 19:00,19,6,35.06,32,0.88,96.624,64.18
1/16/2016 20:00,20,6,35.06,32,0.88,94.244,63.7
1/16/2016 21:00,21,6,35.06,33.08,0.92,110.968,62.91
1/16/2016 22:00,22,6,33.98,32,0.92,117.708,63.68
1/16/2016 23:00,23,6,35.06,32,0.88,118.196,66.88
1/17/2016 0:00,0,7,35.06,32,0.88,117.76,70.55
1/17/2016 1:00,1,7,33.08,30.02,0.88,117.364,67.26
1/17/2016 2:00,2,7,33.08,30.02,0.88,117.456,66.08
1/17/2016 3:00,3,7,32,28.04,0.85,70.064,65.53
1/17/2016 4:00,4,7,32,28.4,0.86,64.548,64.74
1/17/2016 5:00,5,7,32,26.96,0.81,64.472,65.61
1/17/2016 6:00,6,7,30.92,26.06,0.82,65.38,64.85
1/17/2016 7:00,7,7,30.02,23,0.75,66.92,66.52
1/17/2016 8:00,8,7,30.02,23,0.75,67.396,66.73
1/17/2016 9:00,9,7,28.94,21.92,0.75,60.736,67.06
1/17/2016 10:00,10,7,28.94,21.92,0.75,62.368,68.03
1/17/2016 11:00,11,7,30.02,21.92,0.71,64.88,70.52
1/17/2016 12:00,12,7,30.02,19.94,0.66,64.964,72.74
1/17/2016 13:00,13,7,35.06,19.04,0.52,64.736,74.39
1/17/2016 14:00,14,7,35.06,19.04,0.52,64.912,72.83
1/17/2016 15:00,15,7,35.96,19.04,0.5,63.764,72.89
1/17/2016 16:00,16,7,35.96,21.02,0.54,66.428,71.88
1/17/2016 17:00,17,7,33.98,19.94,0.56,75.56,70.87
